id,full_name,age,gender,model,color,performance,km,condition,price
3926,Emily Wilson,29,Female,Juke,Red,274,945564,bad,42522.97
3927,,,,,,,,,
3928,Katie Brown,22,Genderfluid,Avenir,Red,2,281484,very bad,10518.49
3929,Jane Moore,20,Genderfluid,Rnessa,Silver,228,159631,very bad,37705.44
3930,Alex Taylor,33,Male,Juke,Purple,114,349762,new,20521.59
3931,Alex Brown,58,Male,Leaf,Red,314,554496,very good,7814.44
3932,Chris Davis,25,Genderfluid,March / Micra,Black,396,479822,very good,32324.27
3933,Alex Taylor,48,Genderfluid,Rnessa,Orange,24,550940,very good,33323.61
3934,Alex Moore,21,Male,Quest,Gray,388,335256,bad,34432.01
3935,Katie Wilson,37,Non-binary,Maxima,Yellow,244,111197,very good,47579.86
3936,,,,,,,,,
3937,Emily Taylor,69,Polygender,Pathfinder,Green,305,773693,very good,23984.03
3938,John Johnson,50,Male,Pathfinder,White,381,478838,new,10377.83
3939,Alex Wilson,20,Male,Gloria,Silver,392,550755,old,28229.27
3940,Chris Davis,42,Male,March / Micra,Silver,197,802010,bad,7963.33
3941,Alex Jones,56,Male,Gloria,Purple,104,304276,very good,29588.1
3942,Laura Davis,22,Female,Leaf,White,65,890681,new,36598.36
3943,Laura Johnson,69,Male,Pathfinder,Silver,39,184885,old,41943.52
3944,Alex Wilson,61,Genderfluid,Pathfinder,Yellow,103,258179,new,7257.19
3945,Laura Davis,52,Polygender,Leaf,Silver,83,362017,very bad,19045.62
3946,David Brown,29,Genderfluid,Gloria,Yellow,85,610045,new,40708.43
3947,Sophie Moore,20,Male,Gloria,Orange,140,302379,new,8363.73
3948,Chris Taylor,28,Non-binary,Avenir,Gray,229,499972,new,41469.32
3949,,,,,,,,,
3950,Katie Brown,68,Polygender,Juke,Blue,246,450761,very good,15516.69
3951,Laura Miller,40,Male,Altima,Gray,171,916403,very good,24547.63
3952,David Moore,61,Genderfluid,Rnessa,Blue,111,846216,new,35153.47
3953,Emily Brown,46,Non-binary,Avenir,Red,399,702925,old,28928.24
3954,Emily Moore,43,Genderfluid,Maxima,Blue,51,990812,very bad,7609
3955,,,,,,,,,
3956,Mike Taylor,41,Non-binary,Rnessa,Green,112,885026,new,37551.73
3957,Jane Smith,39,Male,Gloria,Orange,115,525057,old,32053.41
3958,Mike Davis,34,Non-binary,Quest,Purple,87,460218,very bad,40376.22
3959,Emily Jones,51,Female,Rnessa,White,227,81052,new,18450.81
3960,Alex Brown,45,Female,Avenir,Silver,380,55622,old,43243.57
3961,Jane Johnson,28,Non-binary,Maxima,Red,140,566122,very bad,12625.12
3962,Mike Taylor,30,Genderfluid,Maxima,Purple,75,449130,new,30126.89
3963,Laura Wilson,59,Genderfluid,Pathfinder,Silver,323,330458,bad,35751.86
3964,Sophie Brown,37,Non-binary,Maxima,Gray,16,387329,very bad,26113.75
3965,John Miller,40,Male,Leaf,Yellow,335,366108,very bad,8496.25
3966,Sophie Wilson,58,Non-binary,Gloria,Red,202,547051,bad,7154.17
3967,Jane Smith,28,Genderfluid,Juke,Gray,192,369447,very bad,9881.53
3968,,,,,,,,,
3969,,,,,,,,,
3970,Sophie Davis,37,Polygender,Avenir,White,126,263035,old,23155.51
3971,David Taylor,22,Polygender,Leaf,Black,207,646448,very bad,48594.64
3972,Katie Williams,43,Genderfluid,Juke,Yellow,184,742917,very good,36038.34
3973,Chris Brown,42,Female,March / Micra,Green,272,209185,bad,14552.6
3974,Chris Johnson,66,Female,Altima,Green,398,739433,very good,35354.04
3975,John Williams,29,Non-binary,Rnessa,Green,240,41861,new,12848.62
3976,Laura Williams,32,Female,Rnessa,Red,164,482914,very bad,33035
3977,Mike Miller,20,Genderfluid,Juke,Purple,18,58157,bad,28331.78
3978,Chris Smith,54,Female,Rnessa,Blue,43,440821,bad,14543.53
3979,John Miller,50,Genderfluid,Juke,Yellow,136,999915,bad,15259.48
3980,Laura Williams,54,Non-binary,Leaf,White,136,860246,old,11762.55
3981,,,,,,,,,
3982,Emily Smith,63,Male,Avenir,Red,120,828435,bad,24324.23
3983,John Davis,23,Polygender,Quest,Black,332,819732,very bad,12509.37
3984,Sophie Moore,29,Female,Maxima,Red,118,384005,bad,36217.76
3985,Sophie Smith,39,Male,Juke,Purple,133,892601,new,26827.8
3986,Chris Johnson,49,Female,Quest,Purple,295,412404,bad,9591.26
3987,Katie Davis,36,Genderfluid,Rnessa,Gray,212,814247,very bad,41345.07
3988,Chris Jones,26,Polygender,March / Micra,Blue,73,730870,old,5481.52
3989,John Smith,43,Non-binary,Gloria,White,48,457811,old,37416.41
3990,Jane Miller,43,Polygender,Gloria,Yellow,83,779829,very bad,49123.18
3991,Sophie Brown,30,Genderfluid,Maxima,Red,12,333451,very good,17250.47
3992,,,,,,,,,
3993,David Wilson,30,Female,Rnessa,White,231,946139,very bad,28440.53
3994,Mike Davis,24,Non-binary,Maxima,Yellow,374,330610,bad,39591.03
3995,Laura Moore,64,Genderfluid,March / Micra,Silver,171,940928,old,42170.25
3996,Emily Johnson,27,Female,Leaf,Yellow,62,366313,very good,5041.76
3997,Laura Miller,26,Male,March / Micra,Orange,197,636775,bad,15887.1
3998,Emily Wilson,31,Male,Quest,Black,122,938502,very bad,49410.97
3999,Alex Johnson,49,Non-binary,March / Micra,Gray,51,734108,very good,25964.21
4000,Katie Davis,29,Female,Altima,Yellow,216,728456,old,12961.86
4001,,,,,,,,,
4002,Emily Davis,63,Polygender,Altima,Purple,41,671448,very bad,32396.43
4003,,,,,,,,,
4004,John Moore,63,Male,Leaf,Blue,228,229191,old,8839.05
4005,Alex Taylor,21,Female,Leaf,Purple,279,801529,very bad,23704.93
4006,Mike Jones,48,Polygender,Altima,White,259,698326,old,36662.84
4007,Alex Miller,19,Non-binary,Leaf,Gray,153,331065,very good,19788.17
4008,Laura Williams,39,Polygender,Leaf,Yellow,383,918829,old,14714.85
4009,David Johnson,51,Genderfluid,Rnessa,Green,365,39008,new,33539.4
4010,Katie Brown,68,Polygender,Rnessa,Silver,172,704609,very bad,14642.72
4011,Laura Brown,46,Male,Juke,Yellow,139,754633,very bad,17086.38
4012,David Johnson,30,Non-binary,March / Micra,Orange,334,175149,new,38189.35
4013,Sophie Taylor,51,Genderfluid,March / Micra,Silver,255,148075,new,37012.61
4014,Jane Davis,46,Genderfluid,Quest,Silver,191,555709,very good,34002.97
4015,John Miller,19,Polygender,Rnessa,Yellow,132,352127,very good,39793.86
4016,Katie Brown,58,Polygender,Avenir,Orange,50,21292,bad,31624.63
4017,,,,,,,,,
4018,Chris Johnson,57,Genderfluid,Rnessa,Black,176,655023,bad,24845.79
4019,John Davis,19,Genderfluid,Leaf,Purple,221,442161,very bad,15262.25
4020,Chris Taylor,68,Polygender,Pathfinder,White,332,492635,very bad,11939.4
4021,Alex Johnson,67,Genderfluid,Rnessa,White,284,696247,very bad,20836.95
4022,Jane Wilson,25,Non-binary,Rnessa,Red,93,830533,very bad,41005.27
4023,Alex Smith,23,Polygender,Rnessa,Green,90,758800,very bad,24485.5
4024,Sophie Moore,22,Male,Quest,Black,228,618802,new,44094.68
4025,Mike Moore,21,Polygender,Rnessa,Black,117,988561,old,33051.31
4026,David Davis,57,Non-binary,Avenir,Blue,325,366688,old,48695.51
4027,John Miller,63,Female,Avenir,Purple,245,618185,very bad,42973.39
4028,Chris Moore,69,Genderfluid,Rnessa,Purple,131,300043,very good,21681.49
4029,,,,,,,,,
4030,,,,,,,,,
4031,John Williams,37,Male,Quest,Yellow,213,147411,very bad,49219.92
4032,Emily Johnson,36,Male,Quest,Gray,358,8480,very bad,11101.52
4033,Alex Johnson,21,Genderfluid,Pathfinder,Silver,37,103661,very bad,37804.88
4034,Katie Taylor,51,Genderfluid,Juke,Purple,252,523181,very bad,35031.87
4035,John Wilson,21,Non-binary,March / Micra,Yellow,143,251079,old,11600.99
4036,Emily Johnson,35,Polygender,Avenir,Orange,92,272477,old,19207.91
4037,Mike Moore,42,Non-binary,Pathfinder,Red,80,673354,old,39481.52
4038,John Jones,41,Female,Avenir,Green,156,59795,very good,25194.64
4039,Katie Brown,63,Male,Quest,Gray,383,687264,very bad,21140.52
4040,Emily Jones,44,Male,Altima,Gray,257,627840,old,19028.37
4041,Katie Wilson,38,Polygender,Rnessa,Purple,49,295910,very bad,16537.19
4042,Jane Miller,38,Polygender,Leaf,White,12,908809,new,39148.12
4043,Chris Smith,67,Female,Altima,Silver,21,690979,new,32504.64
4044,,,,,,,,,
4045,Jane Davis,37,Male,Pathfinder,Gray,210,252430,new,35554.5
4046,John Miller,40,Polygender,Gloria,Green,382,458116,old,41445.12
4047,David Davis,51,Genderfluid,Leaf,Green,364,313127,very good,5798.64
4048,Katie Moore,28,Female,Gloria,Green,101,354587,very good,26702.5
4049,Jane Smith,46,Non-binary,Quest,Gray,122,185213,bad,12207.91
4050,Sophie Wilson,53,Non-binary,Avenir,Purple,387,415934,new,23207.97
4051,Chris Davis,30,Genderfluid,Rnessa,Blue,345,420036,old,7912.86
4052,Sophie Moore,20,Male,Altima,Purple,178,56440,new,39741.19
4053,Emily Brown,24,Polygender,Rnessa,Green,25,529543,old,8362.32
4054,David Davis,55,Female,March / Micra,Silver,34,713590,very good,34485.52
4055,Katie Williams,31,Male,Altima,Blue,268,741837,new,32835.72
4056,David Wilson,42,Non-binary,Maxima,Gray,300,855075,new,36332.8
4057,Mike Williams,48,Female,Leaf,Green,296,405770,bad,34804.66
4058,David Wilson,68,Genderfluid,Quest,Silver,142,965443,new,12757.55
4059,Sophie Smith,44,Genderfluid,Altima,Orange,57,898610,bad,41113.39
4060,Sophie Smith,34,Polygender,Quest,Yellow,304,317715,very good,31512.25
4061,Mike Williams,59,Genderfluid,Gloria,Red,19,544709,very bad,39826.04
4062,Katie Williams,63,Non-binary,Avenir,Purple,173,190502,very bad,5214.95
4063,John Brown,37,Non-binary,Quest,Black,182,762434,new,36442.62
4064,David Davis,67,Female,Juke,Green,345,413816,very good,14682.01
4065,Mike Williams,47,Female,Leaf,Gray,38,887672,bad,13431.62
4066,Chris Wilson,24,Polygender,Pathfinder,Silver,226,568398,new,13697.44
4067,Katie Brown,30,Genderfluid,Juke,Green,95,678037,new,46071.85
4068,Katie Wilson,34,Genderfluid,Pathfinder,Purple,202,598758,bad,35298.41
4069,Mike Brown,46,Polygender,Pathfinder,Yellow,368,842911,new,16435.95
4070,Emily Wilson,57,Female,Gloria,Orange,379,361476,new,25821.12
4071,Chris Williams,27,Polygender,Leaf,White,245,884332,old,9365.69
4072,Mike Davis,45,Polygender,Altima,Purple,80,538063,very bad,41862.46
4073,,,,,,,,,
4074,Sophie Williams,50,Non-binary,Altima,White,357,677973,very bad,26064.09
4075,Mike Brown,36,Polygender,Altima,Red,168,713532,bad,7948.01
4076,Katie Moore,21,Genderfluid,Maxima,Purple,71,492285,bad,46157.7
4077,David Wilson,40,Non-binary,Juke,Gray,338,121870,old,14249.6
4078,David Miller,58,Genderfluid,March / Micra,White,390,188962,new,42551.31
4079,,,,,,,,,
4080,,,,,,,,,
4081,Sophie Williams,39,Female,Leaf,Gray,106,486070,new,43789.46
4082,Laura Taylor,53,Non-binary,Maxima,Black,294,729399,new,21592.85
4083,David Johnson,35,Polygender,Pathfinder,Gray,227,463591,new,45232.09
4084,,,,,,,,,
4085,Alex Smith,55,Genderfluid,Avenir,White,338,34631,very bad,21674.24
4086,,,,,,,,,
4087,Jane Williams,68,Female,Gloria,Silver,151,237741,bad,17425.01
4088,John Miller,57,Female,Avenir,Gray,365,48775,new,33919.95
4089,Chris Williams,50,Genderfluid,Maxima,Red,137,173342,old,30977.13
4090,Mike Williams,46,Male,Altima,Red,312,656158,very bad,5475.3
4091,Laura Moore,19,Male,Juke,Red,9,287136,very good,5885.4
4092,Mike Moore,19,Polygender,Leaf,Purple,60,849224,new,45935.51
4093,Mike Davis,22,Female,Rnessa,Yellow,140,202378,new,37091.18
4094,David Jones,41,Female,Pathfinder,Red,159,129256,very bad,44498.28
4095,Katie Smith,41,Polygender,Gloria,Red,234,928515,very bad,20612.1
4096,Emily Jones,49,Female,Juke,Black,64,876486,old,32373.2
4097,Chris Brown,59,Genderfluid,Maxima,Silver,197,539924,old,25881.92
4098,Laura Davis,20,Polygender,Quest,Red,273,738425,new,31721.43
4099,,,,,,,,,
4100,John Brown,42,Polygender,Gloria,Yellow,270,733401,very good,38647.53
4101,David Taylor,26,Non-binary,Rnessa,Orange,230,761019,bad,37406.79
4102,Jane Wilson,23,Genderfluid,Juke,Silver,270,135979,very bad,30034.95
4103,Sophie Williams,22,Male,Quest,Black,127,587150,bad,37586.92
4104,Laura Johnson,24,Male,March / Micra,Purple,105,234731,very bad,8131.14
4105,Laura Brown,31,Male,March / Micra,Red,205,274313,old,21008.67
4106,Alex Moore,68,Male,Altima,Orange,291,718552,old,15878.12
4107,David Wilson,44,Genderfluid,March / Micra,Green,340,226177,old,40173.88
4108,Chris Moore,63,Female,Pathfinder,Blue,143,554302,bad,28340.95
4109,Alex Miller,28,Female,Juke,Silver,133,99574,bad,15055.45
4110,John Brown,58,Non-binary,March / Micra,Green,395,23851,new,11985.91
4111,John Taylor,27,Non-binary,Quest,Silver,229,890346,very bad,37981.14
4112,Laura Jones,54,Female,Quest,Blue,298,805834,old,27842.37
4113,Chris Taylor,20,Non-binary,Juke,Red,149,620085,old,37676.3
4114,,,,,,,,,
4115,Alex Moore,66,Female,Pathfinder,Green,346,463361,bad,37472.72
4116,John Jones,38,Male,Rnessa,Blue,197,581246,very bad,5500.77
4117,Sophie Moore,20,Genderfluid,Altima,Silver,392,352842,very bad,26579.48
4118,,,,,,,,,
4119,Katie Williams,48,Non-binary,March / Micra,Yellow,334,443457,new,47407.62
4120,,,,,,,,,
4121,David Williams,53,Polygender,Maxima,Green,155,131948,new,15038.24
4122,David Smith,20,Non-binary,Leaf,White,185,427027,bad,27437.17
4123,Chris Brown,27,Polygender,Rnessa,Silver,43,817702,bad,42310.52
4124,Mike Wilson,64,Polygender,Altima,Blue,182,521970,bad,11583.12
4125,David Taylor,30,Female,Quest,Purple,73,322097,new,49196.01
4126,John Johnson,54,Genderfluid,Juke,Green,172,464852,new,48322.97
4127,Katie Wilson,32,Genderfluid,Quest,Red,130,195075,bad,31093.26
4128,Alex Williams,26,Non-binary,Maxima,Blue,5,535362,new,21421.36
4129,John Williams,26,Non-binary,Rnessa,Silver,92,115911,old,37245.23
4130,Emily Wilson,42,Genderfluid,Rnessa,Purple,276,410375,very bad,48592.3
4131,David Jones,65,Male,Avenir,White,82,394717,very good,17307.08
4132,Mike Smith,48,Male,Leaf,Black,7,966855,old,10824
4133,David Moore,53,Female,Rnessa,Gray,296,558090,old,36835.55
4134,Laura Davis,47,Non-binary,Juke,Yellow,280,518371,very good,12139.12
4135,Alex Taylor,32,Non-binary,Gloria,Purple,270,623603,bad,19201.54
4136,John Davis,66,Non-binary,Altima,Red,98,468679,new,6530.26
4137,Sophie Moore,20,Genderfluid,Altima,Orange,59,841414,bad,46654.91
4138,,,,,,,,,
4139,Laura Davis,38,Polygender,Gloria,Silver,328,453429,old,49494.17
4140,Katie Williams,33,Non-binary,Avenir,Yellow,278,269636,very good,36224.7
4141,,,,,,,,,
4142,Jane Moore,36,Non-binary,Leaf,Red,122,912194,new,29539.24
4143,Katie Wilson,52,Polygender,Avenir,Blue,359,687299,new,37348.25
4144,Alex Moore,68,Female,Gloria,Gray,386,598702,bad,25678.82
4145,Alex Moore,45,Female,Quest,Silver,166,706363,very good,10540.68
4146,John Miller,36,Male,Gloria,Black,137,331995,very bad,47136.85
4147,Jane Miller,32,Non-binary,Leaf,Silver,168,350593,old,21080.55
4148,Katie Davis,64,Female,Maxima,Red,279,142069,new,30240.99
4149,,,,,,,,,
4150,,,,,,,,,
4151,Mike Taylor,68,Female,Juke,Purple,207,207366,very bad,34688.71
4152,Mike Davis,53,Male,Rnessa,Red,333,429651,very bad,15900.55
4153,Jane Moore,19,Non-binary,Altima,Blue,226,441467,bad,43121.36
4154,Alex Brown,53,Genderfluid,Leaf,Red,334,921527,very good,46787.6
4155,Mike Taylor,41,Male,Leaf,Purple,242,339286,very good,10430.79
4156,Chris Smith,35,Polygender,Maxima,Orange,6,784600,very bad,13795.85
4157,Sophie Johnson,25,Non-binary,Maxima,White,19,272507,very good,5347.86
4158,Chris Williams,30,Non-binary,Quest,Black,307,186307,very bad,15237.32
4159,David Jones,61,Male,Juke,White,40,522392,very good,26717.13
4160,Jane Moore,55,Genderfluid,Avenir,Blue,19,917786,very good,24342.68
4161,Sophie Jones,23,Non-binary,Rnessa,Purple,149,179134,very bad,27050.28
4162,Chris Wilson,47,Non-binary,Leaf,Blue,348,372308,new,15257.93
4163,Katie Davis,30,Genderfluid,Quest,Orange,372,366749,very bad,31439.63
4164,Sophie Davis,59,Non-binary,Leaf,Yellow,104,190682,very bad,40092.89
4165,Mike Taylor,61,Polygender,Quest,Black,233,848179,bad,27710.17
4166,Alex Taylor,27,Genderfluid,Quest,Blue,52,528864,very bad,13534.44
4167,Jane Miller,35,Male,Leaf,Gray,197,14906,new,37928.22
4168,Sophie Wilson,37,Non-binary,Maxima,Blue,240,930229,very bad,8729.11
4169,Jane Williams,47,Non-binary,Quest,Silver,196,429583,new,43174.53
4170,Sophie Brown,51,Non-binary,Pathfinder,Orange,73,929855,new,9543.96
4171,Jane Johnson,65,Genderfluid,Altima,Yellow,368,643418,bad,38881.04
4172,Sophie Smith,27,Non-binary,Gloria,Gray,130,297037,new,39503.12
4173,Alex Jones,36,Polygender,Leaf,Gray,174,662207,bad,8651.4
4174,Katie Taylor,67,Male,March / Micra,White,143,226596,new,18477.14
4175,John Brown,68,Non-binary,Altima,White,129,208310,very good,12411.43
4176,Katie Johnson,29,Female,Pathfinder,Red,172,960475,old,35862.76
4177,Katie Moore,65,Polygender,Avenir,Red,360,320744,very bad,41953.71
4178,David Miller,57,Genderfluid,Leaf,Gray,154,852682,new,45077.51
4179,Laura Miller,22,Male,March / Micra,Yellow,232,171038,bad,35175.32
4180,Jane Jones,43,Non-binary,Quest,Purple,346,296312,old,38329.65
4181,Laura Taylor,64,Non-binary,Leaf,Black,278,163337,bad,49397.51
4182,Laura Williams,35,Female,Rnessa,Silver,45,436831,new,5921.99
4183,Emily Smith,48,Polygender,Maxima,Gray,148,745994,new,18544.87
4184,Alex Miller,18,Genderfluid,Gloria,Blue,150,786688,new,29095.27
4185,Sophie Moore,23,Polygender,Rnessa,Green,24,786224,new,20131
4186,,,,,,,,,
4187,Mike Brown,33,Female,Pathfinder,Black,186,285529,bad,22056
4188,,,,,,,,,
4189,David Davis,18,Male,Maxima,Purple,67,43003,very bad,47333.14
4190,John Moore,54,Polygender,Gloria,Green,170,388634,very bad,6966.91
4191,Laura Wilson,64,Non-binary,Altima,Gray,37,77373,new,46410.32
4192,David Jones,68,Genderfluid,Quest,Purple,146,872590,old,17659.01
4193,Jane Johnson,58,Male,Pathfinder,Purple,260,794565,very good,41729.32
4194,Laura Smith,60,Polygender,Avenir,Black,229,389694,new,7133.52
4195,Emily Wilson,21,Non-binary,Quest,Yellow,10,543702,new,48587.31
4196,Sophie Miller,20,Non-binary,March / Micra,Yellow,123,690661,bad,33598.28
4197,Chris Johnson,44,Female,Rnessa,Silver,391,553342,bad,44725.63
4198,Chris Taylor,51,Polygender,Rnessa,Black,77,934990,very bad,33263.24
4199,Jane Moore,61,Male,Rnessa,Yellow,371,942439,old,28986.7
4200,Chris Miller,39,Polygender,Juke,Gray,373,610426,very good,45112.69
4201,Laura Jones,66,Male,Juke,Silver,171,906862,bad,49448.25
4202,John Johnson,53,Polygender,Gloria,Gray,98,91877,very bad,15783.16
4203,John Brown,52,Non-binary,Gloria,Yellow,201,362642,old,10620.2
4204,John Brown,37,Non-binary,Altima,White,259,385565,old,9291.62
4205,David Davis,62,Polygender,Rnessa,Purple,120,234319,new,34200.85
4206,Emily Brown,27,Male,Altima,Orange,278,897113,very good,30095.88
4207,John Smith,33,Female,March / Micra,Blue,356,444990,bad,17528.61
4208,Katie Jones,63,Male,Juke,Blue,378,252160,very good,43415.17
4209,Chris Miller,37,Male,Pathfinder,Silver,263,775153,old,44170.14
4210,,,,,,,,,
4211,,,,,,,,,
4212,Alex Taylor,25,Male,Juke,Yellow,314,272769,very good,7353.96
4213,Chris Jones,67,Genderfluid,Leaf,Silver,381,62724,very bad,33093.17
4214,,,,,,,,,
4215,Chris Brown,54,Genderfluid,Gloria,White,397,118737,very good,29977.87
4216,Chris Smith,34,Male,Quest,Green,107,617878,very good,42058.73
4217,Sophie Smith,20,Genderfluid,Quest,Red,177,200688,very good,24355.18
4218,Laura Jones,60,Male,Leaf,Blue,218,633917,bad,34277.55
4219,Alex Jones,52,Polygender,Gloria,Black,203,607709,bad,22437.61
4220,David Jones,31,Female,Altima,Orange,237,156666,old,36318.55
4221,Emily Davis,45,Polygender,Leaf,Gray,140,236705,very bad,30606.34
4222,John Johnson,34,Male,Leaf,Black,31,556614,bad,7688.02
4223,John Moore,23,Non-binary,Rnessa,Yellow,314,412657,old,38494.13
4224,,,,,,,,,
4225,Katie Moore,59,Female,Gloria,Yellow,124,744323,bad,46370.66
4226,,,,,,,,,
4227,Chris Davis,34,Polygender,Gloria,Yellow,305,572439,old,17956.33
4228,Jane Wilson,62,Male,Rnessa,White,327,843434,very bad,28962.25
4229,Emily Miller,63,Female,March / Micra,Green,334,171349,bad,38943.95
4230,Chris Johnson,26,Non-binary,Rnessa,Black,183,524917,old,26853.93
4231,Jane Brown,24,Male,Juke,Orange,373,71569,bad,11939.92
4232,John Smith,23,Polygender,Quest,Red,135,292668,very good,32722.1
4233,Jane Johnson,56,Polygender,Juke,Green,80,620956,new,43559.77
4234,John Moore,28,Female,March / Micra,Green,337,448918,new,9495.35
4235,David Taylor,48,Non-binary,March / Micra,Yellow,178,344423,very bad,32705.1
4236,Jane Davis,59,Male,Quest,Purple,284,246586,bad,26547.58
4237,Jane Smith,61,Female,Juke,White,276,718041,very bad,26228.06
4238,Laura Brown,23,Polygender,Pathfinder,Purple,53,800602,very good,26551.2
4239,,,,,,,,,
4240,,,,,,,,,
4241,Alex Taylor,19,Female,Juke,Black,18,974914,new,46315.86
4242,Sophie Smith,38,Male,Maxima,Green,94,813988,very good,34661.58
4243,Mike Jones,66,Male,Gloria,Red,17,551093,very good,34944.16
4244,John Johnson,29,Male,Gloria,Purple,324,185788,bad,41979.13
4245,Alex Jones,18,Female,Leaf,Gray,214,895267,old,39401.28
4246,John Smith,40,Genderfluid,Juke,Orange,155,630843,old,48952.8
4247,David Smith,34,Non-binary,Avenir,Gray,199,98829,old,48186.96
4248,Alex Johnson,56,Non-binary,Pathfinder,Silver,133,398468,bad,42946.13
4249,Laura Williams,41,Non-binary,Juke,Purple,261,415320,bad,44779.99
4250,John Wilson,32,Genderfluid,Maxima,Gray,392,747600,bad,34219.15
4251,Sophie Williams,66,Genderfluid,Quest,Red,64,351113,bad,12959.54
4252,Emily Williams,47,Female,Rnessa,Yellow,226,61580,very bad,47510.05
4253,Mike Moore,65,Female,Quest,Purple,382,814662,very good,9975
4254,John Jones,56,Male,Rnessa,Purple,99,753859,old,43906.83
4255,Mike Jones,68,Male,Leaf,Red,365,688665,bad,39503.61
4256,David Wilson,27,Polygender,Altima,White,262,134493,bad,11880.36
4257,John Moore,68,Genderfluid,Avenir,Gray,113,221531,very good,35233.57
4258,,,,,,,,,
4259,Sophie Williams,35,Female,Rnessa,White,216,624618,new,42433.1
4260,Chris Johnson,51,Genderfluid,March / Micra,Red,314,952438,new,22875.67
4261,Mike Williams,65,Female,Maxima,Black,181,910178,very bad,36322.56
4262,Laura Williams,69,Polygender,Maxima,Black,92,944113,very good,6122.64
4263,Laura Miller,36,Polygender,March / Micra,Red,325,438738,very bad,39980.07
4264,Mike Brown,53,Non-binary,Altima,Purple,308,911693,bad,27711.9
4265,John Brown,35,Genderfluid,March / Micra,Gray,343,824389,very good,47364.28
4266,,,,,,,,,
4267,Emily Jones,52,Genderfluid,Maxima,Purple,197,316680,new,39635.18
4268,Laura Miller,60,Non-binary,Leaf,Purple,133,333045,bad,23552.38
4269,,,,,,,,,
4270,John Smith,55,Genderfluid,Leaf,Purple,132,618112,new,47334.01
4271,David Johnson,20,Female,Quest,Gray,56,912571,new,29178.33
4272,Sophie Taylor,22,Polygender,Rnessa,White,214,438534,very bad,48873.01
4273,Chris Miller,41,Male,Gloria,Red,388,228571,new,22494.44
4274,David Johnson,36,Polygender,Quest,Black,125,352349,old,12147.68
4275,David Smith,68,Female,Altima,Black,317,569294,old,32971.05
4276,John Jones,56,Genderfluid,Rnessa,Red,108,685749,very good,12564.04
4277,Chris Davis,24,Polygender,Maxima,Blue,9,375302,bad,42140.77
4278,Emily Brown,57,Genderfluid,Gloria,Gray,78,870078,very bad,26955.35
4279,Laura Brown,32,Polygender,Altima,Red,108,161882,very bad,34045.64
4280,Laura Smith,28,Female,Maxima,Blue,230,547032,very good,8311.89
4281,John Davis,65,Non-binary,Quest,Orange,171,232003,very good,33405.04
4282,David Williams,64,Genderfluid,Quest,Green,263,46432,very good,18117.45
4283,Emily Smith,61,Male,Gloria,Gray,346,38810,very bad,47290.31
4284,Sophie Moore,30,Female,Pathfinder,Purple,254,654612,new,31391.87
4285,Chris Jones,42,Male,Pathfinder,Silver,247,750520,bad,21108.76
4286,Chris Davis,19,Male,Quest,Green,282,604448,very bad,41754.78
4287,Sophie Taylor,44,Male,March / Micra,Orange,57,772095,new,26367.26
4288,Sophie Brown,24,Female,Pathfinder,Silver,361,579486,old,5353.78
4289,Mike Wilson,35,Male,Avenir,Silver,305,160705,very bad,47016.07
4290,Alex Smith,37,Female,Maxima,White,395,913429,very good,9986.03
4291,Chris Smith,47,Male,Maxima,White,33,504063,new,34024.54
4292,Alex Wilson,21,Polygender,Gloria,Yellow,277,672926,very good,48302.58
4293,David Wilson,48,Polygender,Avenir,Purple,227,867812,very bad,37138.94
4294,Sophie Johnson,58,Male,Juke,Yellow,383,614552,very good,20909.75
4295,Alex Smith,53,Genderfluid,Pathfinder,Purple,168,933454,old,28116.16
4296,Laura Moore,46,Male,Maxima,Orange,119,629505,new,14496.77
4297,Laura Moore,52,Female,Juke,Black,209,161555,very good,37904.85
4298,,,,,,,,,
4299,David Brown,29,Genderfluid,Altima,Orange,399,542643,old,33898.99
4300,Alex Williams,68,Polygender,Leaf,Red,313,719983,old,14854.2
4301,Chris Moore,53,Female,Maxima,Blue,165,311996,very good,38815.61
4302,Chris Johnson,46,Polygender,March / Micra,Orange,142,283769,bad,36988.44
4303,Sophie Moore,29,Polygender,March / Micra,Green,261,550291,bad,7767.65
4304,Mike Moore,52,Genderfluid,Rnessa,Red,218,725589,very good,6522.73
4305,John Smith,52,Female,Pathfinder,Blue,310,809508,very bad,42967
4306,Chris Williams,49,Non-binary,Pathfinder,Gray,324,884799,old,48956.23
4307,Laura Johnson,56,Polygender,Rnessa,Yellow,107,357461,very bad,5136.12
4308,Laura Miller,31,Male,Juke,Green,80,525352,bad,48449.18
4309,Sophie Wilson,31,Genderfluid,Altima,Red,235,678492,old,30323.91
4310,,,,,,,,,
4311,John Davis,39,Polygender,Leaf,Black,137,857306,bad,37453.23
4312,,,,,,,,,
4313,David Miller,23,Male,Rnessa,Green,59,339576,old,45410.21
4314,David Jones,46,Non-binary,Rnessa,Gray,190,806102,very bad,28939.08
4315,Emily Jones,63,Genderfluid,Altima,Green,92,111451,very good,32905.22
4316,Katie Davis,38,Female,Avenir,Green,149,930666,old,31507.18
4317,John Wilson,63,Polygender,Gloria,Red,66,432673,very good,32546.18
4318,John Williams,60,Polygender,Maxima,White,382,262763,new,27034.09
4319,,,,,,,,,
4320,Alex Taylor,69,Non-binary,Altima,Purple,255,411290,old,36855.01
